index,brand,product,url,description,imgSrc,imgAlt,hex,mst
866,COVER FX,Custom Cover Drops,https://www.ulta.com/custom-cover-drops?productId=pimprod2004155,P Light 2 (light to medium light skin w/ pink undertones),https://images.ulta.com/is/image/Ulta/2541328sw?$50px$,P Light 2 (light to medium light skin w/ pink undertones),#EBC0B0,Monk 4
867,COVER FX,Custom Cover Drops,https://www.ulta.com/custom-cover-drops?productId=pimprod2004155,G Light 2 (light to medium light skin w/ golden undertones),https://images.ulta.com/is/image/Ulta/2541341sw?$50px$,G Light 2 (light to medium light skin w/ golden undertones),#EEC3A0,Monk 5
868,COVER FX,Custom Cover Drops,https://www.ulta.com/custom-cover-drops?productId=pimprod2004155,N Medium 1 (medium skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2541324sw?$50px$,N Medium 1 (medium skin w/ neutral undertones),#CCA48B,Monk 5
869,COVER FX,Custom Cover Drops,https://www.ulta.com/custom-cover-drops?productId=pimprod2004155,P Medium 1 (medium skin w/ pink undertones),https://images.ulta.com/is/image/Ulta/2541333sw?$50px$,P Medium 1 (medium skin w/ pink undertones),#EDAE99,Monk 5
870,COVER FX,Custom Cover Drops,https://www.ulta.com/custom-cover-drops?productId=pimprod2004155,G Medium 1 (medium skin w/ golden undertones),https://images.ulta.com/is/image/Ulta/2541336sw?$50px$,G Medium 1 (medium skin w/ golden undertones),#E3B492,Monk 5
871,COVER FX,Custom Cover Drops,https://www.ulta.com/custom-cover-drops?productId=pimprod2004155,G Plus Medium 1 (medium olive skin w/ golden undertones),https://images.ulta.com/is/image/Ulta/2541346sw?$50px$,G Plus Medium 1 (medium olive skin w/ golden undertones),#D4AE7F,Monk 5
872,COVER FX,Custom Cover Drops,https://www.ulta.com/custom-cover-drops?productId=pimprod2004155,N Medium 2 (medium to tan skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2541335sw?$50px$,N Medium 2 (medium to tan skin w/ neutral undertones),#C59C83,Monk 5
873,COVER FX,Custom Cover Drops,https://www.ulta.com/custom-cover-drops?productId=pimprod2004155,G Medium 2 (medium to tan skin w/ golden undertones),https://images.ulta.com/is/image/Ulta/2541339sw?$50px$,G Medium 2 (medium to tan skin w/ golden undertones),#DBA67E,Monk 5
874,COVER FX,Custom Cover Drops,https://www.ulta.com/custom-cover-drops?productId=pimprod2004155,G Plus Medium 2 (medium to tan olive skin w/ golden undertones),https://images.ulta.com/is/image/Ulta/2541347sw?$50px$,G Plus Medium 2 (medium to tan olive skin w/ golden undertones),#C49E72,Monk 5
875,COVER FX,Custom Cover Drops,https://www.ulta.com/custom-cover-drops?productId=pimprod2004155,G Medium 3 (medium deep skin w/ golden undertones),https://images.ulta.com/is/image/Ulta/2541337sw?$50px$,G Medium 3 (medium deep skin w/ golden undertones),#CA956C,Monk 6
876,COVER FX,Custom Cover Drops,https://www.ulta.com/custom-cover-drops?productId=pimprod2004155,N Medium 4 (medium to deeply tanned skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2541330sw?$50px$,N Medium 4 (medium to deeply tanned skin w/ neutral undertones),#BE9376,Monk 6
877,COVER FX,Custom Cover Drops,https://www.ulta.com/custom-cover-drops?productId=pimprod2004155,G Medium 4 (medium to deeply tanned skin w/ golden undertones),https://images.ulta.com/is/image/Ulta/2541340sw?$50px$,G Medium 4 (medium to deeply tanned skin w/ golden undertones),#B57F4D,Monk 6
878,COVER FX,Custom Cover Drops,https://www.ulta.com/custom-cover-drops?productId=pimprod2004155,N Deep 1 (deep medium skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2541327sw?$50px$,N Deep 1 (deep medium skin w/ neutral undertones),#AA7F64,Monk 6
879,COVER FX,Custom Cover Drops,https://www.ulta.com/custom-cover-drops?productId=pimprod2004155,N Deep 2 (dark to deep skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2541325sw?$50px$,N Deep 2 (dark to deep skin w/ neutral undertones),#9E6C4D,Monk 6
880,COVER FX,Custom Cover Drops,https://www.ulta.com/custom-cover-drops?productId=pimprod2004155,G Deep 2 (medium deep brown skin w/ golden undertones),https://images.ulta.com/is/image/Ulta/2541331sw?$50px$,G Deep 2 (medium deep brown skin w/ golden undertones),#A5733F,Monk 6
881,COVER FX,Custom Cover Drops,https://www.ulta.com/custom-cover-drops?productId=pimprod2004155,N Deep 3 (deep skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2541343sw?$50px$,N Deep 3 (deep skin w/ neutral undertones),#956345,Monk 7
882,COVER FX,Custom Cover Drops,https://www.ulta.com/custom-cover-drops?productId=pimprod2004155,N Deep 4 (deep rich ebony skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2541338sw?$50px$,N Deep 4 (deep rich ebony skin w/ neutral undertones),#835839,Monk 7
883,COVER FX,Custom Cover Drops,https://www.ulta.com/custom-cover-drops?productId=pimprod2004155,N Deep 5 (deepest rich ebony skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2541322sw?$50px$,N Deep 5 (deepest rich ebony skin w/ neutral undertones),#61443A,Monk 8
884,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Bisque (fair, warm undertone)  selected",https://images.ulta.com/is/image/Ulta/2575777sw?$tn$,"Bisque (fair, warm undertone)",#EFC8A1,Monk 5
885,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Blanc (fair, cool undertone)",https://images.ulta.com/is/image/Ulta/2575778sw?$50px$,"Blanc (fair, cool undertone)",#DBC8B6,Monk 4
886,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Cream (fair, cool undertone)",https://images.ulta.com/is/image/Ulta/2575781sw?$50px$,"Cream (fair, cool undertone)",#EDC2B1,Monk 4
887,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Alabaster (fair, cool undertone)",https://images.ulta.com/is/image/Ulta/2575773sw?$50px$,"Alabaster (fair, cool undertone)",#F3BE9D,Monk 5
888,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Porcelain (fair, neutral undertone) OUT OF STOCK",https://images.ulta.com/is/image/Ulta/2575795sw?$50px$,"Porcelain (fair, neutral undertone)",#ECBEAF,Monk 4
889,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Linen (light, warm undertone)",https://images.ulta.com/is/image/Ulta/2575791sw?$50px$,"Linen (light, warm undertone)",#E7B786,Monk 5
890,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Vanilla (light, cool undertone)",https://images.ulta.com/is/image/Ulta/2575799sw?$50px$,"Vanilla (light, cool undertone)",#E1B79F,Monk 5
891,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Shell (light, neutral undertone)",https://images.ulta.com/is/image/Ulta/2575798sw?$50px$,"Shell (light, neutral undertone)",#C5A991,Monk 5
892,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Natural (light, warm undertone)",https://images.ulta.com/is/image/Ulta/2575792sw?$50px$,"Natural (light, warm undertone)",#DFA46A,Monk 5
893,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Buff (light, golden undertone)",https://images.ulta.com/is/image/Ulta/2575779sw?$50px$,"Buff (light, golden undertone)",#D8A276,Monk 5
894,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Ivory (light medium, cool undertone)",https://images.ulta.com/is/image/Ulta/2575789sw?$50px$,"Ivory (light medium, cool undertone)",#D7A283,Monk 5
895,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Warm Ivory (light medium, warm undertone)",https://images.ulta.com/is/image/Ulta/2575804sw?$50px$,"Warm Ivory (light medium, warm undertone)",#DBB48D,Monk 5
896,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Nude (light medium, neutral undertone)",https://images.ulta.com/is/image/Ulta/2575794sw?$50px$,"Nude (light medium, neutral undertone)",#C19573,Monk 6
897,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Sand (light medium, golden undertone)",https://images.ulta.com/is/image/Ulta/2575797sw?$50px$,"Sand (light medium, golden undertone)",#CEA074,Monk 5
898,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Golden Natural (medium, olive undertone)",https://images.ulta.com/is/image/Ulta/2575786sw?$50px$,"Golden Natural (medium, olive undertone)",#BF9B79,Monk 5
899,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Golden (medium, golden undertone)",https://images.ulta.com/is/image/Ulta/2575783sw?$50px$,"Golden (medium, golden undertone)",#C59365,Monk 6
900,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Light Beige (medium, cool undertone)",https://images.ulta.com/is/image/Ulta/2575790sw?$50px$,"Light Beige (medium, cool undertone)",#D7A283,Monk 5
901,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Beige (medium, warm undertone)",https://images.ulta.com/is/image/Ulta/2575776sw?$50px$,"Beige (medium, warm undertone)",#B5865A,Monk 6
902,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Warm Beige (medium, neutral undertone)",https://images.ulta.com/is/image/Ulta/2575802sw?$50px$,"Warm Beige (medium, neutral undertone)",#B79069,Monk 6
903,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Golden Tan (medium, warm undertone)",https://images.ulta.com/is/image/Ulta/2575787sw?$50px$,"Golden Tan (medium, warm undertone)",#C68B67,Monk 6
904,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,Warm Honey (medium neutral undertone),https://images.ulta.com/is/image/Ulta/2575803sw?$50px$,Warm Honey (medium neutral undertone),#AE7D55,Monk 6
905,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Honey (medium, golden undertone)",https://images.ulta.com/is/image/Ulta/2575788sw?$50px$,"Honey (medium, golden undertone)",#B6804C,Monk 6
906,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Amber (medium deep, warm undertone)",https://images.ulta.com/is/image/Ulta/2575775sw?$50px$,"Amber (medium deep, warm undertone)",#A77445,Monk 6
907,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Golden Amber (medium deep, golden undertone)",https://images.ulta.com/is/image/Ulta/2575785sw?$50px$,"Golden Amber (medium deep, golden undertone)",#9F6B34,Monk 7
908,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Natural Amber (medium deep, neutral undertone)",https://images.ulta.com/is/image/Ulta/2575793sw?$50px$,"Natural Amber (medium deep, neutral undertone)",#986B4B,Monk 6
909,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Warm Almond (medium deep, golden undertone)",https://images.ulta.com/is/image/Ulta/2575801sw?$50px$,"Warm Almond (medium deep, golden undertone)",#915A3B,Monk 7
910,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Golden Almond (medium deep, warm undertone)",https://images.ulta.com/is/image/Ulta/2575784sw?$50px$,"Golden Almond (medium deep, warm undertone)",#876035,Monk 7
911,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Almond (medium, cool undertone)",https://images.ulta.com/is/image/Ulta/2575774sw?$50px$,"Almond (medium, cool undertone)",#966D57,Monk 6
912,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Sable (medium deep, neutral undertone)",https://images.ulta.com/is/image/Ulta/2575796sw?$50px$,"Sable (medium deep, neutral undertone)",#78532C,Monk 7
913,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Walnut (deep, warm undertone)",https://images.ulta.com/is/image/Ulta/2575800sw?$50px$,"Walnut (deep, warm undertone)",#7F503E,Monk 7
914,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Chestnut (deep, neutral undertone)",https://images.ulta.com/is/image/Ulta/2575780sw?$50px$,"Chestnut (deep, neutral undertone)",#654231,Monk 8
915,HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Espresso (deep, cool undertone)",https://images.ulta.com/is/image/Ulta/2575782sw?$50px$,"Espresso (deep, cool undertone)",#544034,Monk 8
916,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Blanc (fair, cool undertone)  selected",https://images.ulta.com/is/image/Ulta/2575932sw?$tn$,"Blanc (fair, cool undertone)",#DBC7B6,Monk 4
917,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Cream (fair, cool undertone)",https://images.ulta.com/is/image/Ulta/2572550sw?$50px$,"Cream (fair, cool undertone)",#EDC2B1,Monk 4
918,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Alabaster (fair, cool undertone)",https://images.ulta.com/is/image/Ulta/2572546sw?$50px$,"Alabaster (fair, cool undertone)",#F3BE9D,Monk 5
919,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Porcelain (fair, neutral undertone) OUT OF STOCK",https://images.ulta.com/is/image/Ulta/2572605sw?$50px$,"Porcelain (fair, neutral undertone)",#ECBEAF,Monk 4
920,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Bisque (fair, warm undertone)",https://images.ulta.com/is/image/Ulta/2575926sw?$50px$,"Bisque (fair, warm undertone)",#EFC8A1,Monk 5
921,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Linen (light, warm undertone)",https://images.ulta.com/is/image/Ulta/2572544sw?$50px$,"Linen (light, warm undertone)",#E7B786,Monk 5
922,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Vanilla (light, cool undertone)",https://images.ulta.com/is/image/Ulta/2572545sw?$50px$,"Vanilla (light, cool undertone)",#E1B79F,Monk 5
923,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Shell (light, neutral undertone)",https://images.ulta.com/is/image/Ulta/2572604sw?$50px$,"Shell (light, neutral undertone)",#C5A991,Monk 5
924,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Natural (light, warm undertone)",https://images.ulta.com/is/image/Ulta/2572542sw?$50px$,"Natural (light, warm undertone)",#DFA46A,Monk 5
925,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Buff (light, golden undertone)",https://images.ulta.com/is/image/Ulta/2575927sw?$50px$,"Buff (light, golden undertone)",#D8A276,Monk 5
926,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Ivory (light medium, cool undertone)",https://images.ulta.com/is/image/Ulta/2572541sw?$50px$,"Ivory (light medium, cool undertone)",#D7A283,Monk 5
927,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Warm Ivory (light medium, warm undertone) OUT OF STOCK",https://images.ulta.com/is/image/Ulta/2572540sw?$50px$,"Warm Ivory (light medium, warm undertone)",#DBB48D,Monk 5
928,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Nude (light medium, neutral undertone)",https://images.ulta.com/is/image/Ulta/2572606sw?$50px$,"Nude (light medium, neutral undertone)",#C19573,Monk 6
929,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Sand (light medium, golden undertone)",https://images.ulta.com/is/image/Ulta/2572548sw?$50px$,"Sand (light medium, golden undertone)",#CEA074,Monk 5
930,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Golden (medium, golden undertone)",https://images.ulta.com/is/image/Ulta/2572551sw?$50px$,"Golden (medium, golden undertone)",#C59365,Monk 6
931,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Golden Natural (medium, olive undertone)",https://images.ulta.com/is/image/Ulta/2575933sw?$50px$,"Golden Natural (medium, olive undertone)",#BF9B79,Monk 5
932,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Light Beige (medium, cool undertone)",https://images.ulta.com/is/image/Ulta/2572549sw?$50px$,"Light Beige (medium, cool undertone)",#D7A283,Monk 5
933,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Beige (medium, warm undertone)",https://images.ulta.com/is/image/Ulta/2572543sw?$50px$,"Beige (medium, warm undertone)",#B5865A,Monk 6
934,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Warm Beige (medium, neutral undertone)",https://images.ulta.com/is/image/Ulta/2575928sw?$50px$,"Warm Beige (medium, neutral undertone)",#B79069,Monk 6
935,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Golden Tan (medium, warm undertone)",https://images.ulta.com/is/image/Ulta/2572547sw?$50px$,"Golden Tan (medium, warm undertone)",#C68B67,Monk 6
936,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Honey (medium, golden undertone)",https://images.ulta.com/is/image/Ulta/2575929sw?$50px$,"Honey (medium, golden undertone)",#B6804C,Monk 6
937,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Warm Honey (medium, neutral undertone)",https://images.ulta.com/is/image/Ulta/2572552sw?$50px$,"Warm Honey (medium, neutral undertone)",#AE7D55,Monk 6
938,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Amber (medium deep, warm undertone)",https://images.ulta.com/is/image/Ulta/2575930sw?$50px$,"Amber (medium deep, warm undertone)",#A77445,Monk 6
939,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Golden Amber (medium deep, golden undertone)",https://images.ulta.com/is/image/Ulta/2572560sw?$50px$,"Golden Amber (medium deep, golden undertone)",#9F6B34,Monk 7
940,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Natural Amber (medium deep, neutral undertone)",https://images.ulta.com/is/image/Ulta/2572558sw?$50px$,"Natural Amber (medium deep, neutral undertone)",#986B4B,Monk 6
941,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Warm Almond (medium deep, golden undertone)",https://images.ulta.com/is/image/Ulta/2572555sw?$50px$,"Warm Almond (medium deep, golden undertone)",#915A3B,Monk 7
942,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Golden Almond (medium deep, warm undertone)",https://images.ulta.com/is/image/Ulta/2572559sw?$50px$,"Golden Almond (medium deep, warm undertone)",#876035,Monk 7
943,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Almond (medium deep, cool undertone)",https://images.ulta.com/is/image/Ulta/2572554sw?$50px$,"Almond (medium deep, cool undertone)",#966D57,Monk 6
944,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Sable (medium deep, neutral undertone)",https://images.ulta.com/is/image/Ulta/2572553sw?$50px$,"Sable (medium deep, neutral undertone)",#78532C,Monk 7
945,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Walnut (deep, warm undertone)",https://images.ulta.com/is/image/Ulta/2575931sw?$50px$,"Walnut (deep, warm undertone)",#7F503E,Monk 7
946,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Chestnut (deep, neutral undertone)",https://images.ulta.com/is/image/Ulta/2572556sw?$50px$,"Chestnut (deep, neutral undertone)",#654231,Monk 8
947,HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Espresso (deep, cool undertone)",https://images.ulta.com/is/image/Ulta/2572557sw?$50px$,"Espresso (deep, cool undertone)",#544034,Monk 8
948,NYX Professional Makeup,Stay Matte Powder Foundation,https://www.ulta.com/stay-matte-powder-foundation?productId=xlsImpprod4141615,Natural  selected,https://images.ulta.com/is/image/Ulta/2242595sw?$tn$,Natural,#F4D2AB,Monk 4
949,NYX Professional Makeup,Stay Matte Powder Foundation,https://www.ulta.com/stay-matte-powder-foundation?productId=xlsImpprod4141615,Nude,https://images.ulta.com/is/image/Ulta/2242594sw?$50px$,Nude,#EAD2AE,Monk 4
950,NYX Professional Makeup,Stay Matte Powder Foundation,https://www.ulta.com/stay-matte-powder-foundation?productId=xlsImpprod4141615,Soft Beige,https://images.ulta.com/is/image/Ulta/2242597sw?$50px$,Soft Beige,#E9C39F,Monk 5
951,NYX Professional Makeup,Stay Matte Powder Foundation,https://www.ulta.com/stay-matte-powder-foundation?productId=xlsImpprod4141615,Medium Beige,https://images.ulta.com/is/image/Ulta/2242598sw?$50px$,Medium Beige,#E6C59C,Monk 5
952,NYX Professional Makeup,Stay Matte Powder Foundation,https://www.ulta.com/stay-matte-powder-foundation?productId=xlsImpprod4141615,Warm Beige,https://images.ulta.com/is/image/Ulta/2242599sw?$50px$,Warm Beige,#ECC79B,Monk 5
953,W3LL PEOPLE,Bio Base Pressed Foundation,https://www.ulta.com/bio-base-pressed-foundation?productId=pimprod2008579,Fair Golden (fair skin w/ neutral or golden undertones)  selected,https://images.ulta.com/is/image/Ulta/2553261sw?$tn$,Fair Golden (fair skin w/ neutral or golden undertones),#F1E0DA,Monk 2
954,W3LL PEOPLE,Bio Base Pressed Foundation,https://www.ulta.com/bio-base-pressed-foundation?productId=pimprod2008579,Fair Pink (fair skin w/ neutral or pink undertones),https://images.ulta.com/is/image/Ulta/2553259sw?$50px$,Fair Pink (fair skin w/ neutral or pink undertones),#F7EAE5,Monk 1
955,W3LL PEOPLE,Bio Base Pressed Foundation,https://www.ulta.com/bio-base-pressed-foundation?productId=pimprod2008579,Medium Golden (medium skin w/ golden undertones),https://images.ulta.com/is/image/Ulta/2553296sw?$50px$,Medium Golden (medium skin w/ golden undertones),#F8E2D7,Monk 2
956,W3LL PEOPLE,Bio Base Pressed Foundation,https://www.ulta.com/bio-base-pressed-foundation?productId=pimprod2008579,Medium Neutral (medium skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2553262sw?$50px$,Medium Neutral (medium skin w/ neutral undertones),#F3DCD3,Monk 2
957,W3LL PEOPLE,Bio Base Pressed Foundation,https://www.ulta.com/bio-base-pressed-foundation?productId=pimprod2008579,Dark Neutral (medium dark skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2553265sw?$50px$,Dark Neutral (medium dark skin w/ neutral undertones),#EFC9B7,Monk 4
958,W3LL PEOPLE,Bio Base Pressed Foundation,https://www.ulta.com/bio-base-pressed-foundation?productId=pimprod2008579,Tan (tan skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2553264sw?$50px$,Tan (tan skin w/ neutral undertones),#DDA389,Monk 5
959,PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Porcelain LP4 (fair skin w/ neutral or golden undertones)  selected,https://images.ulta.com/is/image/Ulta/2236103sw?$tn$,Porcelain LP4 (fair skin w/ neutral or golden undertones),#EDCFB9,Monk 4
960,PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Light Porcelain LG2 (very fair skin w/ golden undertones),https://images.ulta.com/is/image/Ulta/2550927sw?$50px$,Light Porcelain LG2 (very fair skin w/ golden undertones),#F6E8DA,Monk 2
961,PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Fair Ivory LN2 (very fair skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2550915sw?$50px$,Fair Ivory LN2 (very fair skin w/ neutral undertones),#F6E5D8,Monk 2
